Plugin ID 1,Plugin Name 1,CVEs 1,Plugin ID 2,Plugin Name 2,CVEs 2,Similarity
nessus-100911,SUSE SLES12 Security Update : glibc,CVE-2017-1000366,qualys-351044,Amazon Linux Security Advisory for ntp: AL2012-2017-188,CVE-2017-1000366,0.7733333333333333
nessus-100912,SUSE SLES11 Security Update : kernel,"CVE-2015-3288, CVE-2017-1000364",qualys-170125,SUSE Enterprise Linux Security Update for kernel-source (SUSE-SU-2017:1696-1) (Stack Clash),CVE-2017-1000364,0.69
nessus-100913,SUSE SLES12 Security Update : glibc,CVE-2017-1000366,qualys-351044,Amazon Linux Security Advisory for ntp: AL2012-2017-188,CVE-2017-1000366,0.7733333333333333
nessus-100914,SUSE SLES12 Security Update : kernel,CVE-2017-1000364,qualys-196825,"Ubuntu Security Notification for Linux-aws, Linux-meta-aws Vulnerabilities (USN-3331-1)","CVE-2017-1000364, CVE-2017-1000371",0.7866666666666666
nessus-100914,SUSE SLES12 Security Update : kernel,,qualys-351011,Amazon Linux Security Advisory for kernel: ALAS-2017-845 (Stack Clash),,0.7866666666666666
nessus-100915,SUSE SLED12 / SLES12 Security Update : kernel (SUSE-SU-2017:1617-1) (Stack Clash),CVE-2017-1000364,qualys-351011,Amazon Linux Security Advisory for kernel: ALAS-2017-845 (Stack Clash),"CVE-2017-1000364, CVE-2017-1000371",0.82
nessus-100916,SUSE SLES12 Security Update : kernel,CVE-2017-1000364,qualys-196825,"Ubuntu Security Notification for Linux-aws, Linux-meta-aws Vulnerabilities (USN-3331-1)","CVE-2017-1000364, CVE-2017-1000371",0.7866666666666666
nessus-100916,SUSE SLES12 Security Update : kernel,,qualys-351011,Amazon Linux Security Advisory for kernel: ALAS-2017-845 (Stack Clash),,0.7866666666666666
nessus-100917,SUSE SLED12 / SLES12 Security Update : glibc (SUSE-SU-2017:1619-1) (Stack Clash),CVE-2017-1000366,qualys-351044,Amazon Linux Security Advisory for ntp: AL2012-2017-188,CVE-2017-1000366,0.81
nessus-100918,SUSE SLES11 Security Update : glibc,CVE-2017-1000366,qualys-351044,Amazon Linux Security Advisory for ntp: AL2012-2017-188,CVE-2017-1000366,0.7666666666666666
nessus-100919,Ubuntu 12.04 LTS : libnl3 vulnerability,CVE-2017-0553,qualys-196806,Ubuntu Security Notification for Libnl3 Vulnerability (USN-3311-1),CVE-2017-0553,0.89
nessus-100920,Ubuntu 14.04 LTS / 16.04 LTS / 16.10 / 17.04 : exim4 vulnerability (USN-3322-1),CVE-2017-1000369,qualys-196817,Ubuntu Security Notification for Exim4 Vulnerability (USN-3322-1) (Stack Clash),CVE-2017-1000369,0.764
nessus-100921,"Ubuntu 14.04 LTS / 16.04 LTS / 16.10 / 17.04 : eglibc, glibc vulnerability",CVE-2017-1000366,qualys-351044,Amazon Linux Security Advisory for ntp: AL2012-2017-188,CVE-2017-1000366,0.7799999999999999
nessus-100922,"Ubuntu 17.04 : linux, linux-meta vulnerabilities (USN-3324-1) (Stack Clash)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9150, CVE-2017-9242",qualys-196818,"Ubuntu Security Notification for Linux, Linux-meta Vulnerabilities (USN-3324-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9150, CVE-2017-9242",0.952
nessus-100923,"Ubuntu 17.04 : linux-meta-raspi2, linux-raspi2 vulnerabilities (USN-3325-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9150, CVE-2017-9242",qualys-196819,"Ubuntu Security Notification for Linux-meta-raspi2, Linux-raspi2 Vulnerabilities (USN-3325-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9150, CVE-2017-9242",0.96
nessus-100924,"Ubuntu 16.10 : linux, linux-meta vulnerabilities (USN-3326-1) (Stack Clash)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-5577, CVE-2017-7374, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",qualys-196820,"Ubuntu Security Notification for Linux, Linux-meta Vulnerabilities (USN-3326-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-5577, CVE-2017-7374, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",0.952
nessus-100925,"Ubuntu 16.10 : linux-meta-raspi2, linux-raspi2 vulnerabilities (USN-3327-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-5577, CVE-2017-7374, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",qualys-196821,"Ubuntu Security Notification for Linux-meta-raspi2, Linux-raspi2 Vulnerabilities (USN-3327-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-5577, CVE-2017-7374, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",0.96
nessus-100926,"Ubuntu 16.04 LTS : linux, linux-meta vulnerabilities (USN-3328-1) (Stack Clash)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-7487, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",qualys-196822,"Ubuntu Security Notification for Linux, Linux-meta Vulnerabilities (USN-3328-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-7487, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",0.9480000000000001
nessus-100927,"Ubuntu 16.04 LTS : linux-gke, linux-meta-gke vulnerabilities (USN-3329-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-7487, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",qualys-196823,"Ubuntu Security Notification for Linux-gke, Linux-meta-gke Vulnerabilities (USN-3329-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-7487, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",0.952
nessus-100928,"Ubuntu 16.04 LTS : linux-meta-snapdragon, linux-snapdragon vulnerabilities","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-7487, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",qualys-196824,"Ubuntu Security Notification for Linux-meta-snapdragon, Linux-snapdragon Vulnerabilities (USN-3330-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-7487, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",0.952
nessus-100929,"Ubuntu 16.04 LTS : linux-aws, linux-meta-aws vulnerabilities (USN-3331-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-7487, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",qualys-196825,"Ubuntu Security Notification for Linux-aws, Linux-meta-aws Vulnerabilities (USN-3331-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-7487, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",0.9199999999999999
nessus-100930,"Ubuntu 16.04 LTS : linux-meta-raspi2, linux-raspi2 vulnerabilities (USN-3332-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-7487, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",qualys-196826,"Ubuntu Security Notification for Linux-meta-raspi2, Linux-raspi2 Vulnerabilities (USN-3332-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-7487, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",0.9560000000000001
nessus-100931,"Ubuntu 16.04 LTS : linux-hwe, linux-meta-hwe vulnerabilities (USN-3333-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-5577, CVE-2017-7374, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",qualys-196827,"Ubuntu Security Notification for Linux-hwe, Linux-meta-hwe Vulnerabilities (USN-3333-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-5577, CVE-2017-7374, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",0.952
nessus-100932,"Ubuntu 14.04 LTS : linux-lts-xenial, linux-meta-lts-xenial vulnerabilities","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-7487, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",qualys-196828,"Ubuntu Security Notification for Linux-lts-xenial, Linux-meta-lts-xenial Vulnerabilities (USN-3334-1)","CVE-2017-1000363, CVE-2017-1000364, CVE-2017-7487, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",0.952
nessus-100933,"Ubuntu 14.04 LTS : linux, linux-meta vulnerabilities (USN-3335-1) (Stack Clash)","CVE-2014-9940, CVE-2017-0605, CVE-2017-1000363, CVE-2017-1000364, CVE-2017-7294, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",qualys-196829,"Ubuntu Security Notification for Linux, Linux-meta Vulnerabilities (USN-3335-1)","CVE-2014-9940, CVE-2017-0605, CVE-2017-1000363, CVE-2017-1000364, CVE-2017-7294, CVE-2017-8890, CVE-2017-9074, CVE-2017-9075, CVE-2017-9076, CVE-2017-9077, CVE-2017-9242",0.9480000000000001
nessus-100934,DNN (DotNetNuke) < 7.4.1 Administration Authentication Bypass Vulnerability,CVE-2015-2794,qualys-38470,OpenSSH DynamicForward Inadvertent GatewayPorts Activation Vulnerability,CVE-2005-2797,0.7399999999999999
nessus-100935,CentOS 6 : glibc (CESA-2017:1480) (Stack Clash),CVE-2017-1000366,qualys-236376,Red Hat Update for glibc (RHSA-2017:1480) (RHSA-2017:1481) (Stack Clash),CVE-2017-1000366,0.844
nessus-100936,CentOS 7 : glibc (CESA-2017:1481) (Stack Clash),CVE-2017-1000366,qualys-236376,Red Hat Update for glibc (RHSA-2017:1480) (RHSA-2017:1481) (Stack Clash),CVE-2017-1000366,0.8480000000000001
nessus-100937,CentOS 7 : kernel (CESA-2017:1484) (Stack Clash),CVE-2017-1000364,qualys-236377,Red Hat Update for Kernel Elevation of Privileges (RHSA-2017:1484) (Stack Clash),CVE-2017-1000364,0.9019999999999999
nessus-100938,CentOS 6 : kernel (CESA-2017:1486) (Stack Clash),CVE-2017-1000364,qualys-236373,Red Hat Update for Kernel Elevation of Privileges (RHSA-2017:1486) (Stack Clash),CVE-2017-1000364,0.9019999999999999
nessus-100939,Debian DLA-994-1 : zziplib security update,"CVE-2017-5974, CVE-2017-5975, CVE-2017-5976, CVE-2017-5978, CVE-2017-5979, CVE-2017-5980, CVE-2017-5981",qualys-176057,Debian Security Update for zziplib (DSA 3878-1),"CVE-2017-5974, CVE-2017-5975, CVE-2017-5976, CVE-2017-5978, CVE-2017-5979, CVE-2017-5980, CVE-2017-5981",0.67
nessus-100940,Debian DLA-995-1 : swftools security update,"CVE-2017-8400, CVE-2017-8401",qualys-170033,OpenSUSE Security Update for swftools (openSUSE-SU-2017:1230-1),"CVE-2017-8400, CVE-2017-8401",0.674
nessus-100941,Debian DLA-996-1 : tomcat7 security update,CVE-2017-5664,qualys-351024,Amazon Linux Security Advisory for tomcat7: ALAS-2017-853,CVE-2017-5664,0.8466666666666667
nessus-100942,GLSA-201706-16 : GNU Wget: Header injection,CVE-2017-6508,qualys-351035,Amazon Linux Security Advisory for ntp: AL2012-2017-179,CVE-2017-6458,0.7566666666666667
nessus-100943,GLSA-201706-17 : Kodi: Multiple vulnerabilities,"CVE-2015-3885, CVE-2017-8314",qualys-11770,Acti Cameras Multiple Security vulnerabilities,"CVE-2017-3184, CVE-2017-3185, CVE-2017-3186",0.6933333333333334
nessus-100944,GLSA-201706-18 : mbed TLS: Multiple vulnerabilities (SLOTH),"CVE-2015-5291, CVE-2015-7575, CVE-2017-2784",qualys-350846,Amazon Linux Security Advisory for gnutls: AL2012-2016-128,CVE-2015-7575,0.8166666666666668
nessus-100945,GLSA-201706-19 : GNU C Library: Multiple vulnerabilities (Stack Clash),"CVE-2015-5180, CVE-2016-6323, CVE-2017-1000366",qualys-351044,Amazon Linux Security Advisory for ntp: AL2012-2017-188,CVE-2017-1000366,0.8133333333333334
nessus-100946,GLSA-201706-20 : Chromium: Multiple vulnerabilities,"CVE-2017-5068, CVE-2017-5070, CVE-2017-5071, CVE-2017-5072, CVE-2017-5073, CVE-2017-5074, CVE-2017-5075, CVE-2017-5076, CVE-2017-5077, CVE-2017-5078, CVE-2017-5079, CVE-2017-5080, CVE-2017-5081, CVE-2017-5082, CVE-2017-5083, CVE-2017-5084, CVE-2017-5085, CVE-2017-5086, CVE-2017-5087, CVE-2017-5088, CVE-2017-5089",qualys-236350,Red Hat Update for chromium-browser (RHSA-2017:1228),CVE-2017-5068,0.7540000000000001
nessus-100947,Oracle Linux 7 : kernel (ELSA-2017-1484-1),,qualys-157464,Oracle Enterprise Linux Security Update for kernel (ELSA-2017-1308-1),"CVE-2016-8646, CVE-2016-7910, CVE-2016-10208, CVE-2017-5986, CVE-2017-7308",0.65
nessus-100948,OracleVM 3.3 / 3.4 : glibc,,qualys-19003,Default Oracle Login(s) Found,"CVE-2008-2712 , CVE-2008-3074 , CVE-2008-3075 , CVE-2008-3076 , CVE-2008-4101",0.44
nessus-100948,OracleVM 3.3 / 3.4 : glibc,,qualys-19014,Oracle Listener Version,,0.44
nessus-100948,OracleVM 3.3 / 3.4 : glibc,,qualys-116265,Debian Update for vim (DSA-1733-1),,0.44
nessus-100949,RHEL 6 : jboss-ec2-eap (RHSA-2017:1552),"CVE-2016-5018, CVE-2016-6796, CVE-2017-2595",qualys-236401,Red Hat Update for jboss-ec2-eap (RHSA-2017:1552),"CVE-2016-5018, CVE-2016-6796, CVE-2017-2595",0.952
nessus-100950,RHEL 6 / 7 : thunderbird (RHSA-2017:1561),"CVE-2017-5470, CVE-2017-5472, CVE-2017-7749, CVE-2017-7750, CVE-2017-7751, CVE-2017-7752, CVE-2017-7754, CVE-2017-7756, CVE-2017-7757, CVE-2017-7758, CVE-2017-7764, CVE-2017-7771, CVE-2017-7772, CVE-2017-7773, CVE-2017-7774, CVE-2017-7775, CVE-2017-7776, CVE-2017-7777, CVE-2017-7778",qualys-236380,Red Hat Update for thunderbird (RHSA-2017:1561),"CVE-2017-5470, CVE-2017-5472, CVE-2017-7749, CVE-2017-7750, CVE-2017-7751, CVE-2017-7752, CVE-2017-7754, CVE-2017-7756, CVE-2017-7757, CVE-2017-7758, CVE-2017-7764, CVE-2017-7771, CVE-2017-7772, CVE-2017-7773, CVE-2017-7774, CVE-2017-7775, CVE-2017-7776, CVE-2017-7777, CVE-2017-7778",0.9560000000000001
nessus-100951,SUSE SLED12 / SLES12 Security Update : openvpn (SUSE-SU-2017:1622-1) (SWEET32),"CVE-2016-6329, CVE-2017-7478, CVE-2017-7479",qualys-11755,PHP Multiple Remote Code Execution Vulnerabilities,"CVE-2016-7479, CVE-2016-7480, CVE-2016-7478",0.6966666666666667
nessus-100952,SUSE SLED12 / SLES12 Security Update : sudo,"CVE-2017-1000367, CVE-2017-1000368",qualys-351026,Amazon Linux Security Advisory for sudo: ALAS-2017-855,CVE-2017-1000368,0.7766666666666667
nessus-100953,SUSE SLES12 Security Update : sudo,"CVE-2017-1000367, CVE-2017-1000368",qualys-351026,Amazon Linux Security Advisory for sudo: ALAS-2017-855,CVE-2017-1000368,0.7833333333333333
nessus-100954,SUSE SLES11 Security Update : kernel,CVE-2017-1000364,qualys-196825,"Ubuntu Security Notification for Linux-aws, Linux-meta-aws Vulnerabilities (USN-3331-1)","CVE-2017-1000364, CVE-2017-1000371",0.7866666666666666
nessus-100954,SUSE SLES11 Security Update : kernel,,qualys-351011,Amazon Linux Security Advisory for kernel: ALAS-2017-845 (Stack Clash),,0.7866666666666666
nessus-100955,AgileBits 1Password 6.3.3 Multiple Vulnerabilities,,qualys-43207,Cisco IOS Multiple Vulnerabilities,"CVE-2009-5038, CVE-2009-5040, CVE-2010-4671, CVE-2010-4683, CVE-2010-4685, CVE-2010-4686",0.71
nessus-100956,AgileBits 1Password 6.3.3 Multiple Vulnerabilities (macOS),,qualys-43207,Cisco IOS Multiple Vulnerabilities,"CVE-2009-5038, CVE-2009-5040, CVE-2010-4671, CVE-2010-4683, CVE-2010-4685, CVE-2010-4686",0.69
nessus-100957,OneLogin Extension for Chrome Installed,,qualys-86645,FrontPage Extensions Configuration Information Obtained,CVE-2011-2291,0.55
nessus-100957,OneLogin Extension for Chrome Installed,,qualys-119435,Solaris Trusted Extensions Information Disclosure Vulnerability,,0.55
nessus-100958,OneLogin Extension for Firefox Installed,,qualys-116645,Foxit Reader Firefox Plugin Memory Corruption Vulnerability,,0.53
nessus-100961,Ubisoft uPlay < 2.0.4 Browser Plugin RCE,CVE-2012-4177,qualys-370352,Avira Anti-Virus DoubleAgent Code injection vulnerability,CVE-2017-6417,0.6933333333333334
nessus-100963,HPE UCMDB 'UploadFileOnUIServerServlet' Servlet Path Handling RCE (HPESBGN03758),CVE-2017-8947,qualys-11814,Joomla! Core com_fields SQL Injection Vulnerability [20170501],CVE-2017-8917,0.7133333333333334
nessus-100965,CentOS 6 / 7 : thunderbird (CESA-2017:1561),"CVE-2017-5470, CVE-2017-5472, CVE-2017-7749, CVE-2017-7750, CVE-2017-7751, CVE-2017-7752, CVE-2017-7754, CVE-2017-7756, CVE-2017-7757, CVE-2017-7758, CVE-2017-7764, CVE-2017-7771, CVE-2017-7772, CVE-2017-7773, CVE-2017-7774, CVE-2017-7775, CVE-2017-7776, CVE-2017-7777, CVE-2017-7778",qualys-236380,Red Hat Update for thunderbird (RHSA-2017:1561),"CVE-2017-5470, CVE-2017-5472, CVE-2017-7749, CVE-2017-7750, CVE-2017-7751, CVE-2017-7752, CVE-2017-7754, CVE-2017-7756, CVE-2017-7757, CVE-2017-7758, CVE-2017-7764, CVE-2017-7771, CVE-2017-7772, CVE-2017-7773, CVE-2017-7774, CVE-2017-7775, CVE-2017-7776, CVE-2017-7777, CVE-2017-7778",0.9359999999999999
nessus-100966,Debian DLA-997-1 : libffi security update,CVE-2017-1000376,qualys-351026,Amazon Linux Security Advisory for sudo: ALAS-2017-855,CVE-2017-1000368,0.7933333333333333
nessus-100967,Debian DSA-3890-1 : spip - security update,CVE-2017-9736,qualys-176069,Debian Security Update for spip (DSA 3890-1),CVE-2017-9736,0.9460000000000001
nessus-100968,Fedora 24 : perl-File-Path,CVE-2017-6512,qualys-276734,Fedora Security Update for perl-File-Path (FEDORA-2017-212f07c853),CVE-2017-6512,0.9039999999999999
nessus-100969,Fedora 24 : dolphin-emu (2017-3258a7e433),,qualys-276736,Fedora Security Update for dolphin-emu (FEDORA-2017-5e28afa2dd),,0.63
nessus-100970,Fedora 24 : redis (2017-4b176c1694),CVE-2013-7458,qualys-276667,Fedora Security Update for kernel (FEDORA-2017-466d902289),CVE-2017-7487,0.7
nessus-100971,Fedora 24 : yara (2017-5c55ef46ee),"CVE-2016-10210, CVE-2017-8929",qualys-276739,Fedora Security Update for yara (FEDORA-2017-5c55ef46ee),"CVE-2016-10210, CVE-2016-10211, CVE-2017-5923, CVE-2017-5924, CVE-2017-8929",0.9280000000000002
nessus-100972,Fedora 24 : 3:mariadb (2017-8425f676f2),"CVE-2017-3238, CVE-2017-3308, CVE-2017-3309, CVE-2017-3313, CVE-2017-3453, CVE-2017-3456, CVE-2017-3464",qualys-276709,Fedora Security Update for mariadb (FEDORA-2017-8425f676f2),"CVE-2017-3313, CVE-2017-3308, CVE-2017-3309, CVE-2017-3453, CVE-2017-3456, CVE-2017-3464, CVE-2017-3238, CVE-2017-3243, CVE-2017-3244, CVE-2017-3257, CVE-2017-3258, CVE-2017-3265, CVE-2017-3291, CVE-2017-3312, CVE-2017-3317, CVE-2017-3318",0.93
nessus-100973,Fedora 24 : capnproto (2017-adc3d69650),CVE-2017-7892,qualys-276710,Fedora Security Update for golang (FEDORA-2017-278f46fcd6),CVE-2017-8932,0.7200000000000001
nessus-100974,FreeBSD : pear-Horde_Image -- DoS vulnerability,CVE-2017-9773,qualys-276721,Fedora Security Update for php-horde-Horde-Image (FEDORA-2017-6f7d6fbccc),"CVE-2017-9773, CVE-2017-9774",0.8133333333333334
nessus-100975,FreeBSD : exim -- Privilege escalation via multiple memory leaks,,qualys-43374,Juniper JUNOS Multiple Privilege Escalation Vulnerabilities (JSA10608),CVE-2016-4340,0.6
nessus-100975,FreeBSD : exim -- Privilege escalation via multiple memory leaks,,qualys-43502,Juniper JUNOS Multiple Local Privilege Escalation Vulnerability (JSA10674),,0.6
nessus-100975,FreeBSD : exim -- Privilege escalation via multiple memory leaks,,qualys-370003,GitLab Impersonate Feature Privilege Escalation Vulnerability,,0.6
nessus-100976,FreeBSD : OpenVPN -- several vulnerabilities,"CVE-2017-7508, CVE-2017-7512, CVE-2017-7520, CVE-2017-7521, CVE-2017-7522",qualys-170168,OpenSUSE Security Update for openvpn (openSUSE-SU-2017:1680-1),"CVE-2017-7508, CVE-2017-7520, CVE-2017-7521, CVE-2017-7522",0.8133333333333334
nessus-100976,FreeBSD : OpenVPN -- several vulnerabilities,,qualys-276711,Fedora Security Update for openvpn (FEDORA-2017-0639fb1490),,0.8133333333333334
nessus-100976,FreeBSD : OpenVPN -- several vulnerabilities,,qualys-276727,Fedora Security Update for openvpn (FEDORA-2017-5596f2f94d),,0.8133333333333334
nessus-100977,FreeBSD : pear-Horde_Image -- remote code execution vulnerability,CVE-2017-9774,qualys-276721,Fedora Security Update for php-horde-Horde-Image (FEDORA-2017-6f7d6fbccc),"CVE-2017-9773, CVE-2017-9774",0.8133333333333334
nessus-100978,Oracle Linux 6 / 7 : thunderbird,"CVE-2017-5470, CVE-2017-5472, CVE-2017-7749, CVE-2017-7750, CVE-2017-7751, CVE-2017-7752, CVE-2017-7754, CVE-2017-7756, CVE-2017-7757, CVE-2017-7758, CVE-2017-7764, CVE-2017-7771, CVE-2017-7772, CVE-2017-7773, CVE-2017-7774, CVE-2017-7775, CVE-2017-7776, CVE-2017-7777, CVE-2017-7778",qualys-236380,Red Hat Update for thunderbird (RHSA-2017:1561),"CVE-2017-5470, CVE-2017-5472, CVE-2017-7749, CVE-2017-7750, CVE-2017-7751, CVE-2017-7752, CVE-2017-7754, CVE-2017-7756, CVE-2017-7757, CVE-2017-7758, CVE-2017-7764, CVE-2017-7771, CVE-2017-7772, CVE-2017-7773, CVE-2017-7774, CVE-2017-7775, CVE-2017-7776, CVE-2017-7777, CVE-2017-7778",0.9099999999999999
nessus-100979,RHEL 5 : kernel (RHSA-2017:1482) (Stack Clash),CVE-2017-1000364,qualys-236378,Red Hat Update for Kernel Elevation of Privileges (RHSA-2017:1482) (Stack Clash),CVE-2017-1000364,0.924
nessus-100980,RHEL 7 : ansible (RHSA-2017:1499),"CVE-2017-7466, CVE-2017-7481",qualys-236435,Red Hat Update for postgresql  (RHSA-2017:1983),"CVE-2017-7484, CVE-2017-7486",0.754
